Indonesia,Batak
Saya ingin makan kue kakak yang ada di kulkas,au naeng mangallang kue ni kakak na adong i kulkas i
saya kuliah di malam hari,au kuliah i borngin ni ari
suara saya sangat nyaring,suara ku nyaring hian
Saya berlibur ke pantai bersama teman-teman,au naeng berlibur hu pantai dohopt akka donganku
kamu suka minum kopi ?,lomo roham mium kopi?
saya sangat suka minum kopi,lomo hian rohakku minum kopi
saya tidak bisa tidur,dang boi au modom
saya suka mendengarkan lagu rock,lomo rohakku membegei lagu rock
dia memiliki bola mata yang indah,bagak hian bola mata na 
teman-teman ku sangat lucu,akka dongaku lussu hian
ibu pergi ke pasar setiap pagi ,inang lao hu pajak tiop ari
masakan ibu ku sangat enak,loppa-loppa ni ianghu tabo hian
Itu ada di bawah aula. Saya akan membawakan Anda beberapa sekarang. Beritahu saya jika ada hal lain yang Anda perlukan.,"inan adong dibagasan godung, au sonari naeng mambuat sesuatu di ho . Paboa tu au molo na adong na asing na di haporluhon ho "
Tidak perlu khawatir tentang itu. Saya akan mengurusnya dan Anda tidak perlu memikirkannya.,unang pola mabiar ho tentang an. Au pe mangurusi dohot unang pola pikiri
Apakah Anda melakukan perubahan?,naung adong do perubahan mu ?
Cahayanya berwarna merah (Lampu merah menyala).,cahaya na warna rara (palito na merah galak )
Kami ingin meja di dekat jendela.,lomo roha nami jonok jendela
"Di sana, di depan tempat informasi wisatawan.",dijolo an barita ni tondong
Saya keseleo sewaktu bermain tenis. Rasanya tidak apa-apa setelah bermain tenis tapi kemudian mulai berubah biru-hitam. Apakah itu serius?,Tarsaleo au pas marraket. baru baru dang dirasahon hape marsalaon. ai pasi doi
Silahkan masukan nomor pin Anda.,Tole pamasuk nomor pin mi
Ini adalah pertama kalinya saya menyelam.,On dope parjolo au marukkor
Saya belum pernah mendengar alamat ini di sekitar sini.,Dang hea dope hubege alamat on dison
Saya merasa sakit di sini.,Hacit do hurasa dison
Jalan lurus sampai Anda melihat toko obat.,Lurus ma ho sahat tu to obat diida ho
Apa warna terbaru di musim ini?,Aha do warna nabaru tikki on ? 
Tentu saja. Sembilan puluh sembilan dolar 'kan?,Toho do. Sia pulu sia dolar kan
"Kalau saya, biasanya urusan kantor, jarang ada waktu untuk bersenang-senang.","Molo au,  somalna mangurus kantor, jarang adong waktu ku maemeam meam "
Saya akan tinggal untuk dua hari.,Au dison majolo dua ari
Saya ingin punya permanen yang ketat.,Da lomo rohaku na permanen na ketat
Saya ingin memesan dua kamar yang sama.,Au naeng mamesan dua kar na sarupa
Saya tidak ingin itu diekstraksi.,Dang lomo rohaku diektradisi
Apakah bus ini berhenti di Stoner Avenue?,Ai na so do bus i di stoner avenue ?
Apakah ada pertandingan bisbol hari ini?,Ai na adong marloba bisbol sadarion
Pencopet.,Panakko
Tolong berikan roti itu.,Asi roham lean jo kue mi
"Biarkan saya melihat tanda terima, lalu.",Pasombu jo asa huida bukti na . Asa
Silahkan buka mulut Anda lebar-lebar.,Tole buka baba mi lebar lebar
Dimana toko parfum terdekat?,Didia do toko parfum na jonok
Berapa harga sarapan itu?,Sadia arga ni sarapan on
Bagaimana saya bisa membantu Anda?,Songon dia do au mangurupi ho. 
Dapatkah Anda menjahitkan kancing ini?,boi do ho ma jarum kancing on.
Mari kita mendapatkan gigitan untuk makan.,beta hita madapot hon gigitan asa magan
Pergi ke kiri di tikungan ketiga.,Lao tu kiri di belokan pa tolu.
Apakah Anda membersihkan pakaian ini?,ai na mapaias baju on.
anggur manakah yang cocok dengan salmon panggang?,anggur aha na cocok dohot salmon panggang.
"Saya memesan kursi pada bagian bebas asap rokok, tapi ini adalah kursi untuk perokok.","au mamesan kursi no bebas asap ni sigaret,alai on kursi tu parisap"
Fasilitas olahraga apa saja yang Anda miliki?,Alat olahraga aha do na adong diho
Saya di bandara sekarang. Bagaimana saya bisa sampai ke tempat Anda?,au saonari di lapangan torbang. Tarsongon dia do bahenok ku asa sahat tu inganan mu 
Kami punya meja yang bagus dekat dengan jendela untuk Anda. Silahkan lewat sini.,hami jonok jeddela na jonok. Lao tu hamu. Sianon ma hamu lewat 
Saya memberikan nomor telepon dan alamatnya kepada Anda.,au mangalehon nomor telepon dohot inganan na tu ho
Saya sudah membayar uang muka untuk makan dan hotel.,ahu nunga manggarar hepeng patujolo laho mangan dohot hotel
Saya Manou. Saya sudah membuat pemesanan untuk delapan kamar.,au manou. Au nunga mambahen mamesan laho walu bilut
"Saya mencari restoran yang bagus, yang menjual makanan panggang-panggangan. Dapatkah Anda menunjukkannya pada peta ini?",au mangalului par manganan na denggan. Na manggadis sialangon na titutungnutung. Boi do patuduhonon mu diluat on 
Kepulauan Jepang membentang dari timur laut ke barat daya di bagian barat laut dari Samudera Pasifik.,huta jepang mangalewati sian timur laut tu barat daya. Diinganan barat laut sian samudra pasipik 
"Anda memecahkan, berarti Anda membelinya.",ho mamocahon sarupa ho na manuhor na 
Bisakah Anda menjaga bagasi ini?,boi do ho manjaga inganan ni barang on 
Apakah Anda bisa berbicara dalam bahasa Jepang?,diboto ho do marhata jepang 
Saya ingin beberapa lobster.,AU lomo rohaku manang na piga udang na balga
Saya akan memberitahunya untuk menelepon Anda segera setelah ia kembali.,au paboahon na laho martelepon tu ho asa humatop ibana mulak
Ini terlalu berat.,on paborat hu 
Mohon ke franc Perancis.,ro jo ho tu france perancis 
Tolong beri kami kursi di bagian depan.,urupi hamu jo hami asa kursi na di jolo an 
Apakah Anda ingin krim dan gula dalam kopi Anda?,lomo do roham krim dohot gula di bagasan kopi mu 
Dia terluka parah.,ibana masilbak si tutu
Saya menginginkan korek api (gas).,lomo rohakku loting
Apakah hotel ini punya fasilitas konferensi?,boha hotel on adong do inganan parpunguan 
"Saya yang senang, Tuan Green. Saya sudah mendengar banyak tentang Anda dari Tuan Smith.",au na lomo rohakku amang green. Au nunga mambege godang taringot ho sian amang smith 
Mary tidak setua Henry.,mary dang sa tua si henry 
Apakah tidak apa-apa kalau kita hanya makan makanan ringan?,dang pola mahua molo hita holan mangalang sialangon na gelleng
Saya menelepon dari bandara. Saya akan berada di sana sekitar pukul empat.,au maertelepon sian bandara. Au ikkon adong ma disadu hira hira pukul opat
"Mobil ini menuju ke Chicago, bukan?",motor on laho tu chicago. Manang daong ?
Berapa lama itu?,sadia leleng nai mai ?
"Permisi, saya ingin pergi ke dermaga C. Apakah ini jalannya?","santabi, au naeng borhat tu inganan c. to ho do on dalan na?"
Sejak dua jam sebelum keberangkatan. Dan silahkan datang ke counter setidaknya tiga puluh menit sebelum waktu penerbangan.,nunga dua jam nai laho borhat nunga boi ro tu counter. paling lambat tolu puluh menit paima addorang so borhat dope waktu na habang.
Di mana saya berpindah untuk ke Chicago?,didia do au laho borhat tu chicago ?
Berapa harga untuk mengirim surat resmi ke Prancis?,sadia arga na laho mankkirim surat na toho tu prancis ?
Bisakah Anda menguangkan cek dua ratus dollat saya?,boi do ho makkepenghon cek dua ratus dollar hon ?
Tolong bantu saya. Tolong panggilkan ambulans.,urupi jolo au. Urupi manggora ambulan 
Yang mana yang lebih murah?,na dia do na paling mura 
"Mana jenis roti yang Anda suka, putih, gandum atau gandum utuh?","songon dia do roti na lomo ni roham bottar, gandum manang gandum asli na ?"
Sangat berbeda (rasanya) mengemudi di sisi kanan jalan.,asing do rasana manupir di sabolah kanan dalan.
Aktor ini benar-benar luar biasa.,aktor on to ho luar biasa 
Saya akan melewatkan waktu ini.,au naeng mangalewat on waktu on
Masalah ini tidaklah baru. Kita sudah pernag memecahkannya.,masalah on dang baru be. Hita nga hea manaringoti on.
Dimana bagian non - fiksi Anda?,didia do bagian non-fisksi ho ? 
"Setiap tiga hari, tetapi tidak selalu.","satiap tolu ari, alai dang torus "
"Kalau muncul, silahkan hubungi saya.","molo tarida, paboa tu au "
Saya ingin makan campuran burger.,au naeng mangan campuran burger
Silahkan tuliskan alamat Anda di sini.,surat ma jo alamat mu di son 
Apakah ini berlapis perak?,na mar lapis suasa do on ? 
Bisakah Anda mengubah kursi saya?,boi do mangubah kursi hon ?
Apakah ada garansi?,ai adong do garansi 
Baiklah. Belok ke kanan di tikungan ketiga. Anda akan melihatnya tepat di depan Anda.,denggan do. Belok ma ho tu kanan di tikungan tolu. Ho boi mamereng pas di jolom 
Apakah ada restoran Jepang di sekitar sini?,ai adong do restoran jepang di sakitaron ?
Sebuah tas berisi kue dan batangan lemon.,sada tas marisi kue dohot batangan ni asom.
"Maaf, saya akan merawat anjingnya.","santabi, au laho mangarawat biang na "
"Saya ingin dua tiket untuk (film) ""Cats"", untuk Kamis ini.","au porlu dua tiket laho manotton pilim ""cats"" tu ari kamis "
Ke Hotel Fairmont ya.,tu Hotel Fairmont ma 
Dimanakah kedai kopi?,dida do lapo kopi ? 
Saya ingin sweater anak-anak.,au olo jekket dakdanak 
"Koper saya rusak. Tolong, saya butuh formulir klaim.",koper hu sega. Urupi jo. Au porlu pomulir klaim
Nama Anda lagi?,goar mu muse ?
Apa Tuan Brown di sana?,adong do amang brown disan ?
Oke. Biayanya delapan puluh lima sen untuk surat biasa dan tiga dolar dan nol sen tambahan untuk pengiriman khusus.,"olo, arga na walu pulu lima sen laho surat biasa dohot tolu dollar dohot nol sen tabbahan tu mangirim khusus"
Dapatkah saya menyewa perahu untuk sehari?,boi do au manewa kapal hon laho sadari ?
Di loket mana saya dapat membuat reservasi?,di loket dia do au boi mambuat reservasi 
Apa itu ?,aha I ?
Apakah saya harus berdandan?,ikkon do au marbadak  ?
Bisakah Anda memberitahu saya bagaimana untuk sampai ke opera?,boi do ho paboa hon tu au songon dia do sahat tu opera 
"Bukankah Anda sedikit terlalu mabuk tadi malam, Sayang?","dang na ho saotik mabuk nabodari, hasian ? "
Silahkan ikuti petunjuk dari staf kami.,Silahkan dohotin arah patunjuk Sian staf nami
Ini dia. Silakan berhenti di sini.,On ibana. Silakan maradian dison
Apakah ada sebuah department store di dekat sini?,Adong do departemen store dijonok dison?
Anda bisa mendapatkannya di toko buku atau toko suvenir.,Ho boi mandapothon ditoko buku Manang toko sovenir
Tolong isi sampai penuh.,Tolong isi sampai gok
Apakah ada kamar yang lebih murah?,Apakah adong kamar na lebih murah?
Saya lebih suka mobil otomatis.,AU lomo rohaku mobil na   otomatis
Saya akan tinggal di asrama Harvard University.,AU tinggal di asrama universitas harvard
Berapakah tingkat bunga saat ini?,Sadia do tingkat bunga saonari?
Tolong tiga gelas jus ceri.,Baen Jo tolu galas jus ceri
Saya sangat menderita karena penyakit asma.,AU marsahit penyakit asma
Saya punya sekitar tiga ribu dolar.,AU adong tolu ribu dolar
"Malam ini? Saya pikir malam ini (jadwal saya) sudah penuh, tapi saya akan cek kembali.","Borngin on? Hupikir borngin on jadwal hu godang, Ale ingkon hu cek do muse"
"Baiklah, Pak. Ada pilihan kentang goreng atau nasi pilaf. Yang akan Anda sukai?","Okelah, pak. Adong pilihan kentang goreng dohot indahan pilaf. Na lomo rohamu?"
Bagaimana saya bisa sampai ke tempat ini?,Songon dia cara na AU boi sahat tu tempat on?
Cerita macam apa itu?,Carita songon dia i?
Ini dirancang dengan baik.,On dibaen dengan denggan.
Tiga kali.,Tolu hali
Loket mana yang menjual prangko?,Loket di  dia do na menjual perangko?
"Setelah dia menyerang saya, dia kabur dengan van putih.","dung ibana manyerang au, ibana lao kabur mangunahon mobil na bottar "
Apakah ada pemandangan yang spesial?,aha ma adong pemandangan na bagak ?
Baiklah. Simpan tanda ini dan perlihatkan ketika Anda datang untuk mengambilnya.,oke ma. Simpan ma tanda on dohot bereng ma molo ibana ro mambuat na 
Saya akan membeli (barang) ini jika saya jadi Anda.,au laho manuhor barang on molo au jadi ho 
Mereka mendengarkan pidatonya dengan telinga terbuka.,halakki mambegei ceramah na dohot mambukka pinggol na
Dua ratus dolar. Tunai atau kartu kredit?,dua ratus dollar. Cash manang pakei kartu kredit ?
Berapa biaya untuk (menginap) satu malam?,sadia biaya lao manginap sada borngin ? 
Dimana toko buku terdekat?,idia toko buku na jonok ?
Berapa lama carry over kolam itu?,sadia leleng carry over kolam I ?
"Tentusaja Pak, tapi, apa yang terjadi padamu?","tentu pak.ale , aha ma na tarjadi tu ho ?"
Saya ingin sesuatu yang tampak lebih alami.,au lomo rohakku mambereng na alami on
Haruskah saya menghindari beberapa jenis makanan saat menggunakan obat ini?,ikkon d hu hindari akka sipanganon saat on ?
Apakah saya akan mengalami kesulitan dengan adat-istiadat?,aha ma na hu alami akka kesulitan tu akka adat on ?
Apakah Anda punya sepatu kaki lebar?,aha ma aho adong sepatu na pat na lobar ?
Dapatkah saya meminta beberapa (minuman) anggur merah?,boi do au manjalo piga minuman anggur ma mera I ?
Anda akan mendapatkannya di pintu gerbang.,ho ikkon mandapot hon di jolo ni pintu gerbang 
Beritahu saya ketika kita sampai di museum.,paboa tu au molo hita sahat tu museum 
Apakah bus ini menuju ke Hotel Sheraton?,aha ma bus na lao manuju tu panginapan sheraton I ?
Apakah yang datang itu?,aha ma na ro I ? 
Di sini (hawanya) sedikit panas. Bolehkah saya membuka jendela?,di son udara na saotik panas. Boi do au mambukka jeddela ?
Berapa blok dari sini?,piga blok sian on 
Hanya mandi (air pancuran saja) tidaklah mengapa.,holan maridi aek pancur I ale dang pola boha 
Mata saya merah.,simalolong hu mera
Tidak Apakah saya dapat menyarankan dua (tempat tidur) daripada satu (tempat tidur)? Kami punya satu (kamar dengan dua tempat tidur).,daong pola boha molo au mandokkon dua tempat modo dari pada sada tempat modom ? Hami adong sada kamar dohot dua tompat modom I 
Mobil saya rusak.,mobil hu sega 
"Saya tidak bisa menjamin, tapi kami akan mencoba yang terbaik.","au dang boi maminjam, ale hami ikkon mambahen na denggan "
"Tolong, saya mau rambut keriting permanen ketat.","urupi ma, au lao obuk kariting permanen saleleng leleng na "
laut terlihat jauh dibawah ,laut tarbereng dao sian toru 
Dia ingin bir.,ibana lomo tu bir 
Anda perlu dioperasi.,ho porlu di operasi 
Lebih banyak telur lagi ya.,unggodang telur on  
Dimana halte bus untuk ke Central Park?,idia loket bis na lao tu central park ?
Taksi?,taksi ?
"Apakah Anda punya tiket sisa untuk pertunjukan ""Miss Saigon "" siang besok?","aha do ho adong tiket na sisa lao tu pertunjukkan ""Miss Saigon"" marsogot siang ?"
"Ini kunci Anda, Tuan. Kamar lima-puluh-enam dua belas.","oh kunci mu, tuan . Kamar lima puluh ono dua balas "
Itu berisi Berapa banyak tablet?,sadia godang isi ni tablet I ?
Saya suka sweater Anda.,lomo rohakku jeket mu 
Silakan.,silahkan
Kita berada di sini. Inilah hotel Anda.,hita adong dison. On ma hotel mu. 
Kapan pertandingan basket dilangsungkan?,andingan partandingan basket di bahen on ?
Selamat pagi. Bagaimana kabarmu?,salamat pagi. Songon dia kabar mu ?
Saya takut saya akan perlu untuk melihat beberapa bentuk identifikasi.,Au mabiar au naeng porlo mamereng model identifikasi
Apa kesan Anda?,aha do siingoton ho ? 
Tentu saja. Apakah Anda ingin kopi bersama dengan makan malam Anda atau nanti saja?,totu do.aha do lomo roham kopi dohot manggan borngin mu manang anon ma
Saya mengambil penerbangan nomor dua belas ke Tokyo.,au mambuat penerbangan nomor sampuluh dua tu tokyo.
"Tolong, saya ingin membuat panggilan jarak jauh.",urupi jo au naeng mambahen goraon na dao.
Lima bulan.,lima bulan 
Ini lambat.,on leleng nai 
"Tolong, bisakah Anda memberikan saya bir? Saya ingin bir lagi.",urupi jo au boi do lean nonmu bir i tu au?au bir muse
"Tolong, saya ingin alat cukur dua tegangan.",urupi jo au .au porlu alat cukur dua tegangan.
Ke New York?,tu new york ? 
Hari apa dalam seminggu hal itu terjadi?,ari aha do dibagasan saminggu kejadian i masa
Pakaian macam apa?,pakean  macan aha.
Di sini agak dingin. Apakah Anda akan menghangatkannya?,dison agak ngali.aha do asa mohop.
Gusi saya sangat sakit.,gusiku hasit hian.
Saya ingin beberapa styling gel (minyak rambut).,au naeng porlu stying minyak obuk
"Maaf, ruang ini sudah diambil (dipesan, dibooking).",santabi igananan on nga dipesan.
Bisakah kita melihat menu?,boi do hita mamereng menu on 
Ukuran saya adalah enam.,ukkuranku onom.
Saya baik-baik saja. Tapi maukah Anda menelepon teman saya?,au denggan denggan do.alai olo do ho manelepon donganku
"Terima kasih, itu sudah cukup.","mauliate, on nga sai be"
Setiap taksi tidak akan berhenti kecuali Anda menunggu mereka di stand taksi.,nasa taksi dang olo stop kecuali ho paimahon di stand taksi
Anggaran saya adalah di bawah lima puluh dolar untuk satu malam.,anggaranku ditoru ni lima puluhdolar saborngin.
Apakah Anda mengambil gambar bersama dengan saya?,aha do ho mambuat gambar rappak dohot au.
Berapa biaya pelayanan?,sadia biaya maladeni.
Apakah omset di Amerika Utara naik lebih dari lima persen?,aha do omset di amerika utara naik sian lima persen
Dimana bagian pakaian wanita?,disabolah dia do pakean ni boru boru.
